Talk ={

a1="赤羽这个小娃娃不懂事，去帮我一顿！",f1="我打完了",c1="",r1="",s1="",t1="",
a9250="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9250="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9250="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9251="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9251="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9251="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9252="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9252="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9252="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9253="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9253="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9253="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9254="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9254="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9254="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9255="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9255="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9255="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9256="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9256="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9256="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9257="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9257="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9257="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9258="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9258="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9258="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9259="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9259="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9259="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9260="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9260="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9260="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9261="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9261="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9261="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9262="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9262="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9262="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9263="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9263="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9263="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9264="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9264="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9264="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9265="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9265="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9265="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9266="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9266="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9266="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9267="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9267="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9267="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9268="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9268="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9268="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9269="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9269="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9269="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9270="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9270="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9270="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9271="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9271="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9271="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9272="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9272="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9272="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9273="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9273="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9273="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9274="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9274="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9274="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9275="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9275="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9275="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9276="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9276="金窟宝穴可获得大量银两和铜钱，可别落下了。",c9276="金窟宝穴可获得大量银两和铜钱，可别落下了。",
a9277="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9277="金窟宝穴可获得大量银两和铜钱，可别落下了。",c9277="金窟宝穴可获得大量银两和铜钱，可别落下了。",
a9278="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9278="金窟宝穴可获得大量银两和铜钱，可别落下了。",c9278="金窟宝穴可获得大量银两和铜钱，可别落下了。",
a9279="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9279="金窟宝穴可获得大量银两和铜钱，可别落下了。",c9279="金窟宝穴可获得大量银两和铜钱，可别落下了。",
a9280="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9280="皇陵秘境掉落坐骑和翅膀的提升道具。",c9280="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9281="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9281="皇陵秘境掉落坐骑和翅膀的提升道具。",c9281="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9282="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9282="皇陵秘境掉落坐骑和翅膀的提升道具。",c9282="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9283="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9283="皇陵秘境掉落坐骑和翅膀的提升道具。",c9283="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9284="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9284="皇陵秘境掉落坐骑和翅膀的提升道具。",c9284="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9285="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9285="皇陵秘境掉落坐骑和翅膀的提升道具。",c9285="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9286="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9286="皇陵秘境掉落坐骑和翅膀的提升道具。",c9286="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9287="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9287="皇陵秘境掉落坐骑和翅膀的提升道具。",c9287="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9288="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9288="比翼双飞可以和队友获得真气经验，还可以掉落鲜花。",c9288="比翼双飞可以和队友获得真气经验，还可以掉落鲜花。",
a9289="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9289="比翼双飞可以和队友获得真气经验，还可以掉落鲜花。",c9289="比翼双飞可以和队友获得真气经验，还可以掉落鲜花。",
a9290="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9290="比翼双飞可以和队友获得真气经验，还可以掉落鲜花。",c9290="比翼双飞可以和队友获得真气经验，还可以掉落鲜花。",
a9291="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9291="比翼双飞可以和队友获得真气经验，还可以掉落鲜花。",c9291="比翼双飞可以和队友获得真气经验，还可以掉落鲜花。",
a9292="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9292="皇陵秘境掉落坐骑和翅膀的提升道具。",c9292="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9293="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9293="皇陵秘境掉落坐骑和翅膀的提升道具。",c9293="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9294="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9294="皇陵秘境掉落坐骑和翅膀的提升道具。",c9294="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9295="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9295="皇陵秘境掉落坐骑和翅膀的提升道具。",c9295="皇陵秘境掉落坐骑和翅膀的提升道具。",
a9296="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9296="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9296="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9297="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9297="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9297="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9298="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9298="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9298="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9299="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9299="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9299="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9300="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9300="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9300="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9301="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9301="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9301="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9302="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9302="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9302="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9303="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9303="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9303="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9304="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9304="挑战马踏连营可获得一些美人升级材料。",c9304="挑战马踏连营可获得一些美人升级材料。",
a9305="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9305="挑战马踏连营可获得一些美人升级材料。",c9305="挑战马踏连营可获得一些美人升级材料。",
a9306="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9306="挑战马踏连营可获得一些美人升级材料。",c9306="挑战马踏连营可获得一些美人升级材料。",
a9307="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9307="挑战马踏连营可获得一些美人升级材料。",c9307="挑战马踏连营可获得一些美人升级材料。",
a9308="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9308="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9308="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9309="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9309="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9309="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9310="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9310="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9310="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9311="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9311="破狱之战掉落淬甲石，升级套装材料，切不可错过。",c9311="破狱之战掉落淬甲石，升级套装材料，切不可错过。",
a9312="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9312="挑战马踏连营可获得一些美人升级材料。",c9312="挑战马踏连营可获得一些美人升级材料。",
a9313="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9313="挑战马踏连营可获得一些美人升级材料。",c9313="挑战马踏连营可获得一些美人升级材料。",
a9314="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9314="挑战马踏连营可获得一些美人升级材料。",c9314="挑战马踏连营可获得一些美人升级材料。",
a9315="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9315="挑战马踏连营可获得一些美人升级材料。",c9315="挑战马踏连营可获得一些美人升级材料。",
a9316="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9316="挑战马踏连营可获得一些美人升级材料。",c9316="挑战马踏连营可获得一些美人升级材料。",
a9317="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9317="挑战马踏连营可获得一些美人升级材料。",c9317="挑战马踏连营可获得一些美人升级材料。",
a9318="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9318="挑战马踏连营可获得一些美人升级材料。",c9318="挑战马踏连营可获得一些美人升级材料。",
a9319="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9319="挑战马踏连营可获得一些美人升级材料。",c9319="挑战马踏连营可获得一些美人升级材料。",
a9320="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9320="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9320="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9321="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9321="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9321="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9322="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9322="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9322="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9323="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9323="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9323="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9324="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9324="挑战马踏连营可获得一些美人升级材料。",c9324="挑战马踏连营可获得一些美人升级材料。",
a9325="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9325="挑战马踏连营可获得一些美人升级材料。",c9325="挑战马踏连营可获得一些美人升级材料。",
a9326="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9326="挑战马踏连营可获得一些美人升级材料。",c9326="挑战马踏连营可获得一些美人升级材料。",
a9327="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9327="挑战马踏连营可获得一些美人升级材料。",c9327="挑战马踏连营可获得一些美人升级材料。",
a9328="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9328="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9328="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9329="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9329="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9329="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9330="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9330="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9330="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9331="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9331="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9331="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9332="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9332="挑战马踏连营可获得一些美人升级材料。",c9332="挑战马踏连营可获得一些美人升级材料。",
a9333="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9333="挑战马踏连营可获得一些美人升级材料。",c9333="挑战马踏连营可获得一些美人升级材料。",
a9334="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9334="挑战马踏连营可获得一些美人升级材料。",c9334="挑战马踏连营可获得一些美人升级材料。",
a9335="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9335="挑战马踏连营可获得一些美人升级材料。",c9335="挑战马踏连营可获得一些美人升级材料。",
a9336="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9336="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9336="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9337="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9337="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9337="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9338="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9338="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9338="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9339="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9339="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",c9339="挑战密宗佛塔可获得提升为60级套装的材料天外陨铁。",
a9340="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9340="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9340="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9341="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9341="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9341="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9342="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9342="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9342="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9343="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9343="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9343="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9344="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9344="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9344="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9345="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9345="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9345="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9346="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9346="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9346="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9347="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9347="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9347="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9348="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9348="使用夜明珠，可提升伙伴忠诚度。",c9348="使用夜明珠，可提升伙伴忠诚度。",
a9349="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9349="使用夜明珠，可提升伙伴忠诚度。",c9349="使用夜明珠，可提升伙伴忠诚度。",
a9350="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9350="使用夜明珠，可提升伙伴忠诚度。",c9350="使用夜明珠，可提升伙伴忠诚度。",
a9351="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9351="使用夜明珠，可提升伙伴忠诚度。",c9351="使用夜明珠，可提升伙伴忠诚度。",
a9352="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9352="初级强化石可提升装备属性，是个好东西。",c9352="初级强化石可提升装备属性，是个好东西。",
a9353="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9353="初级强化石可提升装备属性，是个好东西。",c9353="初级强化石可提升装备属性，是个好东西。",
a9354="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9354="初级强化石可提升装备属性，是个好东西。",c9354="初级强化石可提升装备属性，是个好东西。",
a9355="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9355="初级强化石可提升装备属性，是个好东西。",c9355="初级强化石可提升装备属性，是个好东西。",
a9356="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9356="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9356="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9357="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9357="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9357="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9358="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9358="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9358="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9359="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9359="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9359="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9360="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9360="挑战校武场，可获得各种各样的伙伴信物。",c9360="挑战校武场，可获得各种各样的伙伴信物。",
a9361="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9361="挑战校武场，可获得各种各样的伙伴信物。",c9361="挑战校武场，可获得各种各样的伙伴信物。",
a9362="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9362="挑战校武场，可获得各种各样的伙伴信物。",c9362="挑战校武场，可获得各种各样的伙伴信物。",
a9363="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9363="挑战校武场，可获得各种各样的伙伴信物。",c9363="挑战校武场，可获得各种各样的伙伴信物。",
a9364="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9364="挑战校武场，可获得各种各样的伙伴信物。",c9364="挑战校武场，可获得各种各样的伙伴信物。",
a9365="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9365="挑战校武场，可获得各种各样的伙伴信物。",c9365="挑战校武场，可获得各种各样的伙伴信物。",
a9366="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9366="挑战校武场，可获得各种各样的伙伴信物。",c9366="挑战校武场，可获得各种各样的伙伴信物。",
a9367="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9367="挑战校武场，可获得各种各样的伙伴信物。",c9367="挑战校武场，可获得各种各样的伙伴信物。",
a9368="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9368="挑战校武场，可获得各种各样的伙伴信物。",c9368="挑战校武场，可获得各种各样的伙伴信物。",
a9369="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9369="挑战校武场，可获得各种各样的伙伴信物。",c9369="挑战校武场，可获得各种各样的伙伴信物。",
a9370="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9370="挑战校武场，可获得各种各样的伙伴信物。",c9370="挑战校武场，可获得各种各样的伙伴信物。",
a9371="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9371="挑战校武场，可获得各种各样的伙伴信物。",c9371="挑战校武场，可获得各种各样的伙伴信物。",
a9372="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9372="挑战校武场，可获得各种各样的伙伴信物。",c9372="挑战校武场，可获得各种各样的伙伴信物。",
a9373="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9373="挑战校武场，可获得各种各样的伙伴信物。",c9373="挑战校武场，可获得各种各样的伙伴信物。",
a9374="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9374="挑战校武场，可获得各种各样的伙伴信物。",c9374="挑战校武场，可获得各种各样的伙伴信物。",
a9375="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9375="挑战校武场，可获得各种各样的伙伴信物。",c9375="挑战校武场，可获得各种各样的伙伴信物。",
a9376="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9376="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9376="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9377="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9377="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9377="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9378="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9378="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9378="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9379="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9379="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9379="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9380="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9380="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9380="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9381="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9381="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9381="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9382="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9382="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9382="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9383="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9383="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9383="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9384="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9384="使用夜明珠，可提升伙伴忠诚度。",c9384="使用夜明珠，可提升伙伴忠诚度。",
a9385="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9385="使用夜明珠，可提升伙伴忠诚度。",c9385="使用夜明珠，可提升伙伴忠诚度。",
a9386="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9386="使用夜明珠，可提升伙伴忠诚度。",c9386="使用夜明珠，可提升伙伴忠诚度。",
a9387="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9387="使用夜明珠，可提升伙伴忠诚度。",c9387="使用夜明珠，可提升伙伴忠诚度。",
a9388="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9388="初级强化石可提升装备属性，是个好东西。",c9388="初级强化石可提升装备属性，是个好东西。",
a9389="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9389="初级强化石可提升装备属性，是个好东西。",c9389="初级强化石可提升装备属性，是个好东西。",
